user,trick_or_treat,archie_girls,the_dress,imitation,friday_or_saturday
ID-3059,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3060,FALSE,Veronica,White and gold,Laziness,Friday
ID-3061,FALSE,NA,NA,NA,NA
ID-3062,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3063,FALSE,Veronica,Blue and black,NA,NA
ID-3064,FALSE,???,White and gold,Laziness,Friday
ID-3065,FALSE,Betty,Blue and black,Laziness,Friday
ID-3066,FALSE,Betty,NA,Laziness,Sunday
ID-3067,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3068,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3069,FALSE,???,White and gold,Laziness,Friday
ID-3070,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3071,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3072,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3073,FALSE,Betty,Blue and black,Flattery,Friday
ID-3074,FALSE,Betty,Blue and black,Laziness,Friday
ID-3075,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3076,FALSE,NA,NA,NA,NA
ID-3077,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3078,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3079,FALSE,???,Blue and black,Flattery,Sunday
ID-3080,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3081,FALSE,Betty,Blue and black,Flattery,Friday
ID-3082,FALSE,Veronica,NA,Laziness,Sunday
ID-3083,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3084,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3085,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3086,FALSE,Betty,Blue and black,Flattery,Friday
ID-3087,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3088,FALSE,NA,Blue and black,NA,Friday
ID-3089,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3090,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3091,TRUE,???,White and gold,Flattery,Sunday
ID-3092,FALSE,???,NA,Lazily flattering someone,Friday
ID-3093,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3094,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3095,TRUE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3096,FALSE,Betty,Blue and black,Laziness,Sunday
ID-3097,TRUE,Betty,Blue and black,Flattery,Friday
ID-3098,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3099,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3100,FALSE,Betty,NA,NA,NA
ID-3101,FALSE,NA,NA,NA,NA
ID-3102,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3104,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3105,FALSE,???,Blue and black,Flattery,Sunday
ID-3106,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3107,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3103,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3108,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3109,FALSE,Betty,White and gold,Laziness,Friday
ID-3110,FALSE,???,Blue and black,Laziness,Friday
ID-3111,FALSE,???,Blue and black,Laziness,Sunday
ID-3112,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3113,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3114,FALSE,Betty,Blue and black,Laziness,Friday
ID-3115,FALSE,Betty,NA,NA,NA
ID-3116,FALSE,Veronica,White and gold,Flattery,Friday
ID-3117,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3118,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3119,FALSE,Veronica,White and gold,Flattery,Friday
ID-3120,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3121,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3122,FALSE,Betty,White and gold,Laziness,Friday
ID-3123,FALSE,Betty,White and gold,Laziness,Friday
ID-3124,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3125,FALSE,Betty,White and gold,NA,NA
ID-3126,FALSE,???,White and gold,Flattery,Sunday
ID-3127,FALSE,Betty,Blue and black,Laziness,Sunday
ID-3128,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3129,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3130,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3131,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3132,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3133,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3134,FALSE,Betty,NA,NA,NA
ID-3136,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3137,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3138,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3139,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3140,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3141,FALSE,Betty,White and gold,NA,NA
ID-3142,FALSE,Veronica,White and gold,Laziness,Friday
ID-3143,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3144,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3145,FALSE,NA,White and gold,Laziness,Friday
ID-3146,FALSE,???,Blue and black,Flattery,Sunday
ID-3147,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3148,FALSE,NA,NA,NA,NA
ID-3149,FALSE,Veronica,Blue and black,NA,NA
ID-3150,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3151,FALSE,Betty,Blue and black,Flattery,Friday
ID-3152,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3153,FALSE,NA,NA,NA,NA
ID-3135,FALSE,NA,NA,NA,NA
ID-3154,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3156,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3157,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3158,FALSE,Betty,White and gold,NA,NA
ID-3159,FALSE,Veronica,White and gold,Flattery,Friday
ID-3160,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3161,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3162,FALSE,Betty,NA,Lazily flattering someone,Sunday
ID-3163,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3165,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3166,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3167,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3168,FALSE,Betty,Blue and black,Laziness,Friday
ID-3169,FALSE,NA,NA,NA,NA
ID-3170,FALSE,???,White and gold,Flattery,Sunday
ID-3171,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3172,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3173,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3174,TRUE,???,Blue and black,Lazily flattering someone,Friday
ID-3175,FALSE,Betty,Blue and black,Laziness,Friday
ID-3176,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3177,TRUE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3178,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3179,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3180,FALSE,Veronica,NA,NA,NA
ID-3181,FALSE,Betty,Blue and black,Flattery,Friday
ID-3182,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3183,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3184,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3185,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3186,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3187,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3188,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3189,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3190,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3191,FALSE,NA,NA,NA,NA
ID-3192,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3193,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3194,FALSE,Betty,Blue and black,Flattery,Friday
ID-3196,FALSE,Betty,White and gold,NA,NA
ID-3197,TRUE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3198,FALSE,Betty,NA,Lazily flattering someone,Sunday
ID-3164,FALSE,???,Blue and black,Flattery,Friday
ID-3199,FALSE,NA,Blue and black,Laziness,Friday
ID-3200,FALSE,NA,Blue and black,Lazily flattering someone,Friday
ID-3201,FALSE,???,NA,Lazily flattering someone,Friday
ID-3202,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3203,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3204,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3205,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3206,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3207,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3208,FALSE,Betty,Blue and black,Flattery,Friday
ID-3209,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3210,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3211,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3212,FALSE,Veronica,White and gold,Flattery,Friday
ID-3213,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3214,FALSE,Betty,White and gold,Flattery,Friday
ID-3215,FALSE,Veronica,White and gold,Laziness,Sunday
ID-3216,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3217,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3218,FALSE,Betty,White and gold,Flattery,Sunday
ID-3219,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3220,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3221,FALSE,Betty,White and gold,Laziness,Friday
ID-3223,FALSE,NA,NA,NA,NA
ID-3224,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3155,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3225,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3226,FALSE,Veronica,White and gold,Flattery,Friday
ID-3227,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3228,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3229,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3230,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3231,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3232,FALSE,NA,NA,NA,NA
ID-3233,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3234,FALSE,Veronica,NA,Flattery,Friday
ID-3235,FALSE,Betty,NA,Lazily flattering someone,Friday
ID-3236,TRUE,???,Blue and black,Lazily flattering someone,Sunday
ID-3237,FALSE,???,White and gold,NA,NA
ID-3238,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3239,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3240,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3195,FALSE,Betty,Blue and black,Laziness,Friday
ID-3241,FALSE,???,NA,Lazily flattering someone,Friday
ID-3242,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3243,TRUE,???,Blue and black,Flattery,Sunday
ID-3244,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3245,FALSE,???,NA,Lazily flattering someone,Friday
ID-3246,FALSE,NA,NA,NA,NA
ID-3247,FALSE,NA,NA,NA,NA
ID-3248,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3249,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3222,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3250,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3251,FALSE,Veronica,White and gold,Flattery,Friday
ID-3252,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3253,FALSE,Betty,Blue and black,Flattery,Friday
ID-3254,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3255,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3256,FALSE,???,Blue and black,Flattery,Sunday
ID-3257,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3258,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3259,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3260,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3261,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3262,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3263,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3264,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3265,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3267,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3268,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3269,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3270,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3271,FALSE,Betty,White and gold,Flattery,Sunday
ID-3272,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3273,FALSE,Veronica,White and gold,Flattery,Friday
ID-3274,FALSE,???,White and gold,Laziness,Sunday
ID-3275,FALSE,Veronica,White and gold,Flattery,Friday
ID-3276,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3277,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3278,FALSE,Betty,Blue and black,Flattery,Friday
ID-3279,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3280,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-3281,FALSE,Betty,White and gold,Flattery,Friday
ID-3282,FALSE,???,Blue and black,Flattery,Friday
ID-3283,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3284,FALSE,Betty,Blue and black,Laziness,Friday
ID-3285,FALSE,Betty,Blue and black,Flattery,Friday
ID-3286,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3287,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3288,FALSE,Betty,White and gold,Laziness,Friday
ID-3289,FALSE,???,Blue and black,Flattery,Sunday
ID-3290,TRUE,Veronica,White and gold,Laziness,Friday
ID-3291,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3292,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3293,FALSE,Betty,White and gold,Flattery,Sunday
ID-3294,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3295,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3296,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3297,FALSE,Betty,White and gold,Flattery,Sunday
ID-3298,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3299,FALSE,Betty,Blue and black,Flattery,Friday
ID-3300,FALSE,Betty,NA,Lazily flattering someone,Sunday
ID-3301,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3302,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3303,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3304,FALSE,Veronica,White and gold,Laziness,Friday
ID-3305,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3306,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3307,FALSE,Veronica,White and gold,Laziness,Friday
ID-3308,FALSE,NA,NA,NA,NA
ID-3309,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3310,FALSE,Betty,NA,Lazily flattering someone,Sunday
ID-3311,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3312,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3313,TRUE,???,Blue and black,Lazily flattering someone,Friday
ID-3315,FALSE,Veronica,White and gold,Flattery,Friday
ID-3316,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3317,TRUE,???,Blue and black,NA,Friday
ID-3318,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3319,FALSE,Veronica,NA,Laziness,Sunday
ID-3320,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3321,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3322,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3266,FALSE,Veronica,White and gold,Flattery,Friday
ID-3323,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3324,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3325,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3326,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3327,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3328,FALSE,Veronica,White and gold,Laziness,Friday
ID-3329,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3330,FALSE,Veronica,NA,NA,NA
ID-3331,FALSE,Veronica,White and gold,Laziness,Sunday
ID-3332,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3333,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3334,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3335,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3336,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3337,FALSE,Veronica,Blue and black,NA,Friday
ID-3339,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3340,FALSE,Betty,Blue and black,Flattery,Friday
ID-3341,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3342,FALSE,Betty,White and gold,Flattery,Friday
ID-3343,FALSE,NA,NA,Flattery,Friday
ID-3344,TRUE,???,Blue and black,Lazily flattering someone,Sunday
ID-3345,TRUE,Veronica,White and gold,Flattery,Friday
ID-3346,TRUE,Betty,Blue and black,Flattery,Friday
ID-3347,TRUE,Veronica,White and gold,Flattery,Sunday
ID-3338,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3348,FALSE,Betty,White and gold,Flattery,Sunday
ID-3349,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3350,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3351,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3352,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3353,FALSE,NA,NA,NA,NA
ID-3354,FALSE,Veronica,White and gold,Laziness,Sunday
ID-3355,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3357,TRUE,Veronica,Blue and black,Laziness,Friday
ID-3358,FALSE,???,White and gold,Laziness,Sunday
ID-3359,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3360,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3361,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3362,FALSE,Betty,White and gold,Laziness,Friday
ID-3363,FALSE,Betty,Blue and black,Laziness,Friday
ID-3364,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3365,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3366,FALSE,Veronica,White and gold,Flattery,Friday
ID-3367,FALSE,Betty,Blue and black,Flattery,Friday
ID-3368,FALSE,Betty,NA,Flattery,Friday
ID-3369,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3370,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3371,FALSE,???,Blue and black,Laziness,Friday
ID-3372,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3373,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3374,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3375,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3376,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3377,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3378,FALSE,Betty,White and gold,Laziness,Friday
ID-3379,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3380,FALSE,???,White and gold,Laziness,Friday
ID-3381,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3382,FALSE,???,Blue and black,Flattery,Sunday
ID-3383,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3384,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3385,FALSE,Betty,Blue and black,Flattery,Friday
ID-3386,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3387,TRUE,???,Blue and black,Lazily flattering someone,Sunday
ID-3388,FALSE,NA,NA,NA,NA
ID-3389,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3390,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3391,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3314,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3356,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3392,FALSE,NA,NA,NA,NA
ID-3394,FALSE,Betty,White and gold,Flattery,Sunday
ID-3395,FALSE,???,White and gold,Flattery,Friday
ID-3396,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3397,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3398,FALSE,Veronica,White and gold,Laziness,Friday
ID-3400,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3401,FALSE,Veronica,White and gold,Flattery,Friday
ID-3402,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3403,FALSE,Veronica,White and gold,Laziness,Sunday
ID-3399,FALSE,???,Blue and black,Flattery,Friday
ID-3404,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3405,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3406,FALSE,Betty,White and gold,Flattery,Sunday
ID-3407,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3408,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3409,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3410,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-3411,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3412,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3413,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3414,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3415,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3416,FALSE,Betty,Blue and black,Flattery,Friday
ID-3417,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3418,FALSE,Veronica,White and gold,Flattery,Friday
ID-3419,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3420,FALSE,NA,NA,NA,NA
ID-3421,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3422,FALSE,Betty,Blue and black,Laziness,Friday
ID-3423,FALSE,NA,Blue and black,NA,NA
ID-3425,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3426,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-3427,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3428,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3429,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3430,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3431,FALSE,Betty,Blue and black,Flattery,Friday
ID-3432,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3424,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3433,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3393,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3434,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3435,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3436,FALSE,Betty,Blue and black,Laziness,Friday
ID-3437,FALSE,Betty,White and gold,Flattery,Friday
ID-3438,FALSE,???,NA,Flattery,Sunday
ID-3439,FALSE,???,Blue and black,Flattery,Friday
ID-3440,FALSE,Betty,Blue and black,Flattery,Friday
ID-3441,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-3442,FALSE,Betty,White and gold,Laziness,Friday
ID-3443,FALSE,Betty,Blue and black,Flattery,Friday
ID-3444,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3445,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3446,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3447,FALSE,Betty,White and gold,Flattery,Friday
ID-3448,FALSE,NA,NA,NA,NA
ID-3449,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3450,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3451,TRUE,Betty,White and gold,Laziness,Sunday
ID-3452,FALSE,NA,NA,NA,NA
ID-3453,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3454,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3455,FALSE,Veronica,White and gold,Laziness,Friday
ID-3456,FALSE,NA,NA,NA,NA
ID-3457,FALSE,???,Blue and black,Flattery,Friday
ID-3458,FALSE,Betty,Blue and black,Laziness,Friday
ID-3459,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3460,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3461,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3462,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3463,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3464,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3465,FALSE,Betty,Blue and black,Lazily flattering someone,NA
ID-3466,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3467,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3468,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3469,TRUE,???,White and gold,Laziness,Friday
ID-3470,FALSE,???,Blue and black,Laziness,Friday
ID-3471,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-3472,TRUE,NA,NA,NA,NA
ID-3473,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3474,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3475,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-3476,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3477,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3478,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3479,FALSE,Betty,Blue and black,Laziness,Friday
ID-3480,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3481,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3482,FALSE,Betty,White and gold,Laziness,Sunday
ID-3483,TRUE,???,White and gold,Laziness,Friday
ID-3484,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3485,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3486,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3487,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3488,TRUE,NA,NA,NA,NA
ID-3489,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3490,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3491,FALSE,Betty,White and gold,Flattery,Friday
ID-3493,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3494,FALSE,NA,NA,NA,NA
ID-3495,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3496,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
